#atom|charge|method|property|T(K)|Value|spin multiplicity|unit|reference|
Ba|2|exp|DHf(T)|1500|1649.399|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|1600|1650.359|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|1700|1651.44|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|1800|1652.612|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|1900|1653.843|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|2000|1655.096|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|2100|1656.337|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|2200|1518.008|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|2300|1519.953|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|2400|1521.692|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|2500|1523.211|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|2600|1524.508|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|2700|1525.583|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|2800|1526.446|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|2900|1527.109|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|3000|1527.591|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|3100|1527.91|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|3200|1528.089|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|3300|1528.157|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|3400|1528.125|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|3500|1528.017|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|3600|1527.851|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|3700|1527.645|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|3800|1527.412|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|3900|1527.167|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|4000|1526.918|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|4100|1526.675|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|4200|1526.443|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|4300|1526.224|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|4400|1526.024|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|4500|1525.843|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|4600|1525.69|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|4700|1525.578|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|4800|1525.467|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|4900|1525.381|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|5000|1525.31|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|5100|1525.278|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|5200|1525.243|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|5300|1525.223|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|5400|1525.216|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|5500|1525.252|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|5600|1525.326|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|5700|1525.36|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|5800|1525.426|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|5900|1525.62|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ba|2|exp|DHf(T)|6000|1525.694|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|0|2965.87|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|298.15|2976.332|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|300|2976.379|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|350|2977.579|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|400|2978.694|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|450|2979.746|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|500|2980.748|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|600|2982.639|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|700|2984.404|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|800|2986.065|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|900|2987.629|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|1000|2989.103|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|1100|2990.49|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|1200|2991.789|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|1300|2993.001|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|1400|2994.126|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|1500|2995.162|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|1600|2981.574|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|1700|2982.833|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|1800|2984.071|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|1900|2985.287|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|2000|2986.481|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|2100|2987.654|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|2200|2988.806|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|2300|2989.936|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|2400|2991.044|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|2500|2992.131|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|2600|2993.197|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|2700|2994.241|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|2800|2704.307|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|2900|2706.371|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|3000|2708.431|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|3100|2710.484|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|3200|2712.53|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|3300|2714.567|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|3400|2716.593|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|3500|2718.607|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|3600|2720.606|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|3700|2722.59|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|3800|2724.554|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|3900|2726.499|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|4000|2728.422|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|4100|2730.32|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|4200|2732.192|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|4300|2734.035|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|4400|2735.849|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|4500|2737.63|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|4600|2739.378|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|4700|2741.09|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|4800|2742.766|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|4900|2744.404|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|5000|2746.002|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|5100|2747.56|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|5200|2749.077|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|5300|2750.552|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|5400|2751.985|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|5500|2753.375|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|5600|2754.722|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|5700|2756.026|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|5800|2757.287|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|5900|2758.505|1|kJ/mol|http://kinetics.nist.gov/janaf|
Be|2|exp|DHf(T)|6000|2759.681|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|0|-206.753|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|298.15|-219.008|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|300|-219.078|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|350|-235.403|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|400|-236.318|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|450|-237.239|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|500|-238.164|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|600|-240.023|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|700|-241.893|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|800|-243.769|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|900|-245.651|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|1000|-247.538|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|1100|-249.429|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|1200|-251.325|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|1300|-253.226|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|1400|-255.13|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|1500|-257.04|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|1600|-258.954|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|1700|-260.875|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|1800|-262.802|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|1900|-264.736|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|2000|-266.679|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|2100|-268.631|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|2200|-270.593|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|2300|-272.566|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|2400|-274.55|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|2500|-276.545|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|2600|-278.551|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|2700|-280.569|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|2800|-282.597|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|2900|-284.636|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|3000|-286.684|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|3100|-288.739|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|3200|-290.802|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|3300|-292.871|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|3400|-294.944|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|3500|-297.02|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|3600|-299.098|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|3700|-301.176|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|3800|-303.254|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|3900|-305.329|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|4000|-307.401|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|4100|-309.469|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|4200|-311.532|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|4300|-313.588|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|4400|-315.637|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|4500|-317.678|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|4600|-319.711|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|4700|-321.735|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|4800|-323.749|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|4900|-325.754|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|5000|-327.748|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|5100|-329.732|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|5200|-331.705|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|5300|-333.667|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|5400|-335.618|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|5500|-337.559|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|5600|-339.488|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|5700|-341.407|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|5800|-343.314|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|5900|-345.212|1|kJ/mol|http://kinetics.nist.gov/janaf|
Br|-1|exp|DHf(T)|6000|-347.098|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|0|1912.569|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|298.15|1919.228|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|300|1919.257|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|350|1920.029|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|400|1920.779|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|450|1921.495|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|500|1922.171|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|600|1923.386|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|700|1924.404|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|800|1924.367|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|900|1924.999|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|1000|1925.336|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|1100|1925.37|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|1200|1917.367|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|1300|1918.025|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|1400|1918.682|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|1500|1919.34|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|1600|1920|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|1700|1920.661|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|1800|1772.651|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|1900|1774.733|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|2000|1776.816|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|2100|1778.9|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|2200|1780.983|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|2300|1783.065|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|2400|1785.145|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|2500|1787.219|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|2600|1789.286|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|2700|1791.343|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|2800|1793.384|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|2900|1795.405|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|3000|1797.403|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|3100|1799.37|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|3200|1801.301|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|3300|1803.19|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|3400|1805.031|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|3500|1806.817|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|3600|1808.542|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|3700|1810.2|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|3800|1811.786|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|3900|1813.293|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|4000|1814.717|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|4100|1816.053|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|4200|1817.298|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|4300|1818.448|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|4400|1819.504|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|4500|1820.477|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|4600|1821.343|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|4700|1822.108|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|4800|1822.776|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|4900|1823.346|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|5000|1823.824|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|5100|1824.208|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|5200|1824.508|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|5300|1824.718|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|5400|1824.847|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|5500|1824.897|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|5600|1824.883|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|5700|1824.792|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|5800|1824.637|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|5900|1824.421|1|kJ/mol|http://kinetics.nist.gov/janaf|
Ca|2|exp|DHf(T)|6000|1824.151|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|0|-229.364|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|298.15|-233.954|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|300|-233.986|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|350|-234.845|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|400|-235.721|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|450|-236.609|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|500|-237.506|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|600|-239.322|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|700|-241.158|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|800|-243.008|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|900|-244.868|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|1000|-246.736|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|1100|-248.612|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|1200|-250.492|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|1300|-252.379|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|1400|-254.27|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|1500|-256.165|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|1600|-258.065|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|1700|-259.969|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|1800|-261.878|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|1900|-263.792|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|2000|-265.71|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|2100|-267.635|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|2200|-269.565|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|2300|-271.502|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|2400|-273.446|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|2500|-275.399|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|2600|-277.36|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|2700|-279.33|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|2800|-281.309|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|2900|-283.298|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|3000|-285.297|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|3100|-287.306|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|3200|-289.324|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|3300|-291.351|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|3400|-293.386|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|3500|-295.429|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|3600|-297.478|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|3700|-299.533|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|3800|-301.593|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|3900|-303.655|1|kJ/mol|http://kinetics.nist.gov/janaf|
Cl|-1|exp|DHf(T)|4000|-305.72|1|kJ/mol|http://kinetics.nist.gov/janaf|
